0.1	0
0.2	0
0.2	0
0.3	0
0.3	0
0.4	0
0.4	0
0.5	0
0.6	0
0.6	0
0.7	0
0.7	0
0.8	0
0.9	0
0.9	0
1.0	0
1.0	0
1.1	0
1.2	0
1.2	0
1.3	0
1.3	0
1.4	0
1.5	0
1.5	0
1.6	0
1.6	0
1.7	0
1.7	0
1.8	0
1.9	0
1.9	2
2.0	2
2.0	2
2.1	9
2.2	9
2.2	28
2.3	34
2.3	37
2.4	34
2.5	36
2.5	54
2.6	39
2.6	46
2.7	49
2.8	39
2.8	47
2.9	43
2.9	49
3.0	45
3.1	62
3.1	46
3.2	58
3.2	62
3.3	85
3.3	80
3.4	178
3.5	231
3.5	319
3.6	429
3.6	544
3.7	581
3.8	577
3.8	481
3.9	468
3.9	359
4.0	276
4.1	201
4.1	154
4.2	121
4.2	100
4.3	69
4.4	48
4.4	31
4.5	34
4.5	25
4.6	27
4.6	19
4.7	30
4.8	24
4.8	32
4.9	26
4.9	24
5.0	37
5.1	16
5.1	35
5.2	23
5.2	31
5.3	22
5.4	25
5.4	32
5.5	31
5.5	31
5.6	29
5.7	29
5.7	21
5.8	21
5.8	32
5.9	26
5.9	29
6.0	25
6.1	41
6.1	35
6.2	44
6.2	53
6.3	59
6.4	68
6.4	56
6.5	51
6.5	66
6.6	41
6.7	41
6.7	33
6.8	38
6.8	30
6.9	38
7.0	39
7.0	30
7.1	39
7.1	34
7.2	39
7.3	50
7.3	50
7.4	51
7.4	46
7.5	44
7.5	54
7.6	42
7.7	34
7.7	25
7.8	23
7.8	30
7.9	38
8.0	48
8.0	27
8.1	40
8.1	26
8.2	29
8.3	32
8.3	34
8.4	28
8.4	41
8.5	38
8.6	31
8.6	31
8.7	49
8.7	24
8.8	30
8.8	16
8.9	21
9.0	25
9.0	23
9.1	20
9.1	27
9.2	9
9.3	19
9.3	25
9.4	25
9.4	33
9.5	34
9.6	32
9.6	45
9.7	47
9.7	52
9.8	43
9.9	28
9.9	31
10.0	22
10.0	26
10.1	23
10.1	20
10.2	25
10.3	18
10.3	20
10.4	20
10.4	17
10.5	18
10.6	19
10.6	19
10.7	23
10.7	18
10.8	19
10.9	19
10.9	27
11.0	18
11.0	24
11.1	20
11.2	32
11.2	27
11.3	28
11.3	47
11.4	36
11.5	34
11.5	26
11.6	27
11.6	32
11.7	26
11.7	31
11.8	20
11.9	16
11.9	20
12.0	35
12.0	17
12.1	21
12.2	17
12.2	24
12.3	28
12.3	24
12.4	30
12.5	20
12.5	34
12.6	29
12.6	24
12.7	16
12.8	28
12.8	24
12.9	26
12.9	31
13.0	25
13.0	24
13.1	33
13.2	37
13.2	25
13.3	21
13.3	29
13.4	33
13.5	25
13.5	39
13.6	42
13.6	37
13.7	42
13.8	39
13.8	52
13.9	57
13.9	47
14.0	57
14.1	54
14.1	64
14.2	56
14.2	50
14.3	35
14.4	40
14.4	35
14.5	32
14.5	45
14.6	22
14.6	39
14.7	38
14.8	8596
