0.1	0
0.2	0
0.2	0
0.3	0
0.3	0
0.4	0
0.4	0
0.5	0
0.6	0
0.6	0
0.7	0
0.7	0
0.8	0
0.9	0
0.9	0
1.0	0
1.0	0
1.1	0
1.2	0
1.2	0
1.3	0
1.3	0
1.4	0
1.5	0
1.5	0
1.6	0
1.6	0
1.7	0
1.7	0
1.8	0
1.9	3
1.9	4
2.0	1
2.0	7
2.1	11
2.2	18
2.2	21
2.3	36
2.3	35
2.4	50
2.5	51
2.5	55
2.6	51
2.6	62
2.7	68
2.8	46
2.8	60
2.9	76
2.9	45
3.0	65
3.1	59
3.1	55
3.2	43
3.2	37
3.3	43
3.3	52
3.4	40
3.5	56
3.5	41
3.6	58
3.6	52
3.7	60
3.8	64
3.8	48
3.9	70
3.9	43
4.0	41
4.1	64
4.1	47
4.2	46
4.2	53
4.3	48
4.4	44
4.4	55
4.5	53
4.5	48
4.6	58
4.6	49
4.7	63
4.8	60
4.8	45
4.9	54
4.9	42
5.0	29
5.1	50
5.1	54
5.2	50
5.2	31
5.3	46
5.4	35
5.4	46
5.5	45
5.5	46
5.6	44
5.7	46
5.7	51
5.8	57
5.8	44
5.9	40
5.9	35
6.0	70
6.1	58
6.1	65
6.2	85
6.2	78
6.3	105
6.4	87
6.4	101
6.5	79
6.5	80
6.6	68
6.7	66
6.7	56
6.8	67
6.8	48
6.9	66
7.0	64
7.0	77
7.1	60
7.1	74
7.2	71
7.3	70
7.3	73
7.4	76
7.4	79
7.5	87
7.5	100
7.6	72
7.7	57
7.7	62
7.8	69
7.8	48
7.9	42
8.0	53
8.0	64
8.1	49
8.1	63
8.2	63
8.3	79
8.3	74
8.4	123
8.4	141
8.5	150
8.6	174
8.6	159
8.7	148
8.7	110
8.8	106
8.8	83
8.9	58
9.0	54
9.0	43
9.1	29
9.1	31
9.2	39
9.3	49
9.3	49
9.4	51
9.4	87
9.5	85
9.6	73
9.6	82
9.7	73
9.7	72
9.8	73
9.9	62
9.9	44
10.0	38
10.0	38
10.1	31
10.1	30
10.2	35
10.3	52
10.3	31
10.4	36
10.4	42
10.5	43
10.6	43
10.6	42
10.7	25
10.7	32
10.8	47
10.9	39
10.9	40
11.0	49
11.0	42
11.1	34
11.2	61
11.2	57
11.3	56
11.3	54
11.4	67
11.5	55
11.5	61
11.6	56
11.6	65
11.7	39
11.7	44
11.8	60
11.9	41
11.9	43
12.0	40
12.0	54
12.1	54
12.2	38
12.2	51
12.3	48
12.3	50
12.4	46
12.5	59
12.5	52
12.6	53
12.6	41
12.7	59
12.8	43
12.8	52
12.9	46
12.9	56
13.0	51
13.0	53
13.1	52
13.2	49
13.2	56
13.3	70
13.3	62
13.4	69
13.5	45
13.5	53
13.6	64
13.6	60
13.7	68
13.8	47
13.8	73
13.9	63
13.9	68
14.0	74
14.1	60
14.1	58
14.2	77
14.2	62
14.3	70
14.4	54
14.4	62
14.5	56
14.5	65
14.6	79
14.6	56
14.7	61
